start,end,keyDownNormal,keyDownDel,keyDownCtrl,keyDownNav,mouseDown,fixationSource,fixationTarget
1402919537488,1402919537988,0,0,0,2,0,0,1
1402919537988,1402919538488,2,0,0,0,0,0,0
1402919538488,1402919538988,5,0,0,0,0,0,0
1402919538988,1402919539488,2,0,0,0,0,0,1
1402919539488,1402919539988,4,0,0,0,0,0,0
1402919539988,1402919540488,2,0,0,0,0,0,0
1402919540488,1402919540988,4,0,0,0,0,0,0
1402919540988,1402919541488,4,0,0,0,0,2,1
1402919541488,1402919541988,1,0,0,0,0,1,0
1402919541988,1402919542488,0,0,0,0,0,1,1
1402919542488,1402919542988,0,1,0,0,0,0,2
1402919542988,1402919543488,0,0,0,1,0,0,2
1402919543488,1402919543988,0,0,0,4,0,0,1
1402919543988,1402919544488,0,0,0,8,0,0,0
1402919544488,1402919544988,0,0,0,1,0,0,0
1402919544988,1402919545488,0,0,0,1,0,0,1
1402919545488,1402919545988,3,1,0,0,0,0,0
1402919545988,1402919546488,4,0,0,0,0,0,2
1402919546488,1402919546988,4,0,0,0,0,0,0
1402919546988,1402919547488,1,0,0,0,0,0,2
1402919547488,1402919547988,0,0,0,0,0,0,2
1402919547988,1402919548488,0,0,0,0,0,2,0
1402919548488,1402919548988,0,0,0,0,0,2,0
1402919548988,1402919549488,0,0,0,0,0,1,0
1402919549488,1402919549988,0,0,0,0,0,0,0
1402919549988,1402919550488,4,0,0,0,0,0,0
1402919550488,1402919550988,3,0,0,0,0,1,1
1402919550988,1402919551488,2,0,0,0,0,0,1
1402919551488,1402919551988,0,1,0,0,0,0,0
1402919551988,1402919552488,2,0,0,0,0,0,0
1402919552488,1402919552988,0,2,0,0,0,0,1
1402919552988,1402919553488,2,0,0,0,0,0,0
1402919553488,1402919553988,0,2,0,0,0,1,0
1402919553988,1402919554488,2,0,0,0,0,0,1
1402919554488,1402919554988,3,0,0,0,0,0,0
1402919554988,1402919555488,0,2,0,0,0,0,0
1402919555488,1402919555988,0,1,0,0,0,0,1
1402919555988,1402919556488,3,0,0,0,0,0,0
1402919556488,1402919556988,3,0,0,0,0,1,0
1402919556988,1402919557488,2,0,0,0,0,0,0
1402919557488,1402919557988,4,0,0,0,0,0,0
1402919557988,1402919558488,4,0,0,0,0,0,0
1402919558488,1402919558988,0,0,0,0,0,0,2
1402919558988,1402919559488,0,0,0,0,0,0,3
1402919559488,1402919559988,0,0,0,0,0,0,1
1402919559988,1402919560488,0,0,0,0,0,0,2
1402919560488,1402919560988,0,0,0,0,0,1,1
1402919560988,1402919561488,0,0,0,0,0,3,0
1402919561488,1402919561988,0,0,0,0,0,2,0
1402919561988,1402919562488,1,0,0,0,0,1,2
1402919562488,1402919562988,1,0,0,0,0,0,0
1402919562988,1402919563488,5,0,0,0,0,0,0
1402919563488,1402919563988,6,0,0,0,0,0,0
1402919563988,1402919564488,6,0,0,0,0,0,3
1402919564488,1402919564988,3,0,0,0,0,3,0
1402919564988,1402919565488,2,0,0,0,0,1,0
1402919565488,1402919565988,2,0,0,0,0,0,1
1402919565988,1402919566488,0,0,0,0,0,0,3
1402919566488,1402919566988,1,0,0,1,0,0,2
1402919566988,1402919567488,0,0,0,0,0,0,2
1402919567488,1402919567988,0,0,0,1,0,0,1
1402919567988,1402919568488,0,0,0,0,0,0,1
1402919568488,1402919568988,5,0,0,0,0,1,0
1402919568988,1402919569488,4,0,0,0,0,2,0
1402919569488,1402919569988,4,0,0,0,0,2,0
1402919569988,1402919570488,4,0,0,0,0,1,0
1402919570488,1402919570988,0,0,0,0,0,2,1
1402919570988,1402919571488,2,0,0,0,0,1,0
1402919571488,1402919571988,2,0,0,0,0,0,0
1402919571988,1402919572488,4,0,0,0,0,0,0
1402919572488,1402919572988,1,0,0,0,0,0,2
1402919572988,1402919573488,0,0,0,0,0,0,2
1402919573488,1402919573988,0,0,0,0,0,1,0
1402919573988,1402919574488,0,0,0,0,0,2,0
1402919574488,1402919574988,0,0,0,0,0,2,0
1402919574988,1402919575488,1,0,0,0,0,2,0
1402919575488,1402919575988,1,0,0,0,0,2,0
1402919575988,1402919576488,4,0,0,0,0,0,1
1402919576488,1402919576988,0,0,0,0,0,0,2
1402919576988,1402919577488,0,0,0,0,0,0,2
1402919577488,1402919577988,0,0,0,0,0,0,2
1402919577988,1402919578488,0,0,0,0,0,0,1
1402919578488,1402919578988,0,0,0,1,0,0,1
1402919578988,1402919579488,0,0,0,3,0,0,1
1402919579488,1402919579988,1,0,0,3,0,0,2
1402919579988,1402919580488,0,0,0,1,0,0,2
1402919580488,1402919580988,0,0,0,0,0,0,1
1402919580988,1402919581488,0,0,0,0,0,0,1
1402919581488,1402919581988,0,0,0,2,0,0,1
1402919581988,1402919582488,0,0,0,3,0,0,0
1402919582488,1402919582988,0,1,0,0,0,0,1
1402919582988,1402919583488,0,0,0,0,0,0,0
1402919583488,1402919583988,0,0,0,2,0,0,1
1402919583988,1402919584488,0,0,0,3,0,0,3
1402919584488,1402919584988,0,0,0,2,0,0,1
1402919584988,1402919585488,0,2,0,0,0,0,0
1402919585488,1402919585988,0,2,0,0,0,0,0
1402919585988,1402919586488,0,0,0,1,0,0,1
1402919586488,1402919586988,0,0,0,8,0,0,0
1402919586988,1402919587488,0,0,0,1,0,0,1
1402919587488,1402919587988,3,0,0,0,0,0,0
1402919587988,1402919588488,1,0,0,0,0,0,1
1402919588488,1402919588988,0,0,0,0,0,0,2
1402919588988,1402919589488,2,0,0,0,0,0,0
1402919589488,1402919589988,4,0,0,0,0,0,2
1402919589988,1402919590488,3,0,0,0,0,0,0
1402919590488,1402919590988,1,1,0,0,0,0,0
1402919590988,1402919591488,1,2,0,0,0,0,0
1402919591488,1402919591988,2,0,0,0,0,0,1
1402919591988,1402919592488,0,0,0,0,0,0,0
1402919592488,1402919592988,0,1,0,0,0,0,1
1402919592988,1402919593488,0,0,0,0,0,2,0
1402919593488,1402919593988,0,0,0,0,0,3,0
1402919593988,1402919594488,0,0,0,0,0,2,0
1402919594488,1402919594988,0,0,0,1,0,2,0
1402919594988,1402919595488,0,0,0,4,0,0,2
1402919595488,1402919595988,0,0,0,11,0,0,1
1402919595988,1402919596488,0,0,0,0,0,1,1
1402919596488,1402919596988,0,0,0,0,0,1,0
1402919596988,1402919597488,0,0,0,0,0,2,0
1402919597488,1402919597988,0,0,0,0,0,1,0
1402919597988,1402919598488,0,0,0,0,0,0,1
1402919598488,1402919598988,0,0,0,0,0,0,2
1402919598988,1402919599488,0,0,0,0,0,0,1
1402919599488,1402919599988,0,0,0,0,0,0,2
1402919599988,1402919600488,0,0,0,0,0,0,1
1402919600488,1402919600988,0,0,0,0,0,0,1
1402919600988,1402919601488,0,0,0,1,0,0,1
1402919601488,1402919601988,0,0,0,0,0,0,1
1402919601988,1402919602488,5,0,0,0,0,0,0
1402919602488,1402919602988,6,0,0,0,0,0,1
1402919602988,1402919603488,2,0,0,0,0,0,1
1402919603488,1402919603988,0,0,0,0,0,0,3
1402919603988,1402919604488,1,0,0,0,0,0,2
1402919604488,1402919604988,0,0,0,0,0,0,1
1402919604988,1402919605488,5,0,0,0,0,0,0
1402919605488,1402919605988,4,0,0,0,0,3,0
1402919605988,1402919606488,5,0,0,0,0,2,0
1402919606488,1402919606988,3,0,0,0,0,1,0
1402919606988,1402919607488,4,0,0,0,0,0,0
1402919607488,1402919607988,2,0,0,0,0,0,0
1402919607988,1402919608488,4,0,0,0,0,0,1
1402919608488,1402919608988,0,2,0,0,0,0,0
1402919608988,1402919609488,0,2,0,0,0,0,0
1402919609488,1402919609988,0,0,0,0,0,0,2
1402919609988,1402919610488,0,0,0,0,0,0,2
1402919610488,1402919610988,0,0,0,0,0,0,1
1402919610988,1402919611488,0,0,0,0,0,0,1
1402919611488,1402919611988,4,0,0,0,0,0,0
1402919611988,1402919612488,0,1,0,0,0,0,2
1402919612488,1402919612988,0,2,0,0,0,0,1
1402919612988,1402919613488,2,0,0,0,0,0,0
1402919613488,1402919613988,4,0,0,0,0,1,2
1402919613988,1402919614488,3,0,0,0,0,2,0
1402919614488,1402919614988,0,0,0,0,0,3,0
1402919614988,1402919615488,0,0,0,0,0,1,0
1402919615488,1402919615988,0,0,0,0,0,1,0
1402919615988,1402919616488,0,0,0,0,0,2,0
1402919616488,1402919616988,0,0,0,0,0,0,2
1402919616988,1402919617488,3,0,0,0,0,0,2
1402919617488,1402919617988,2,0,0,0,0,0,1
1402919617988,1402919618488,1,1,0,0,0,0,0
1402919618488,1402919618988,1,1,0,0,0,0,0
1402919618988,1402919619488,0,2,0,0,0,0,1
1402919619488,1402919619988,1,0,0,0,0,0,0
1402919619988,1402919620488,2,0,0,0,0,0,1
1402919620488,1402919620988,4,0,0,0,0,0,1
1402919620988,1402919621488,3,0,0,0,0,0,3
1402919621488,1402919621988,1,0,0,0,0,0,2
1402919621988,1402919622488,0,0,0,0,0,2,0
1402919622488,1402919622988,0,0,0,0,0,1,0
1402919622988,1402919623488,1,0,0,0,0,1,0
1402919623488,1402919623988,4,0,0,0,0,0,0
1402919623988,1402919624488,4,0,0,0,0,0,0
1402919624488,1402919624988,5,0,0,0,0,0,1
1402919624988,1402919625488,5,0,0,0,0,0,2
1402919625488,1402919625988,0,0,0,0,0,0,0
1402919625988,1402919626488,1,0,0,2,0,0,0
1402919626488,1402919626988,0,0,0,2,0,0,0
1402919626988,1402919627488,0,0,0,3,0,0,0
1402919627488,1402919627988,0,0,0,2,0,0,0
1402919627988,1402919628488,0,1,0,0,0,0,1
1402919628488,1402919628988,0,0,0,3,0,0,0
1402919628988,1402919629488,0,0,0,3,0,0,1
1402919629488,1402919629988,0,0,0,3,0,0,1
1402919629988,1402919630488,0,0,0,2,0,0,1
1402919630488,1402919630988,0,0,0,1,0,0,0
1402919630988,1402919631488,0,0,0,0,0,0,1
1402919631488,1402919631988,1,1,0,0,0,0,1
1402919631988,1402919632488,2,0,0,0,0,0,0
1402919632488,1402919632988,2,0,0,0,0,0,0
1402919632988,1402919633488,4,0,0,0,0,0,0
1402919633488,1402919633988,4,0,0,0,0,0,2
1402919633988,1402919634488,3,0,0,0,0,0,0
1402919634488,1402919634988,3,0,0,0,0,0,0
1402919634988,1402919635488,0,0,0,0,0,0,1
1402919635488,1402919635988,1,2,0,0,0,0,0
1402919635988,1402919636488,0,1,0,0,0,0,1
1402919636488,1402919636988,1,0,0,0,0,0,0
1402919636988,1402919637488,1,0,0,1,0,0,0
1402919637488,1402919637988,0,0,0,1,0,0,0
1402919637988,1402919638488,0,0,0,6,0,0,0
1402919638488,1402919638988,0,0,0,1,0,0,0
1402919638988,1402919639488,0,1,0,0,0,0,1
1402919639488,1402919639988,0,0,0,0,0,0,2
1402919639988,1402919640488,0,0,0,0,0,2,1
1402919640488,1402919640988,0,0,0,0,0,2,0
1402919640988,1402919641488,0,0,0,0,0,2,0
1402919641488,1402919641988,0,0,0,0,0,2,0
1402919641988,1402919642488,0,0,0,0,0,2,0
1402919642488,1402919642988,0,0,0,0,0,0,2
1402919642988,1402919643488,0,0,0,0,0,0,3
1402919643488,1402919643988,0,0,0,0,0,0,1
1402919643988,1402919644488,0,0,0,0,0,0,2
1402919644488,1402919644988,0,0,0,0,0,0,3
1402919644988,1402919645488,0,0,0,0,0,0,2
1402919645488,1402919645988,0,0,0,0,0,0,2
1402919645988,1402919646488,0,0,0,0,0,0,3
1402919646488,1402919646988,0,0,0,0,0,0,2
1402919646988,1402919647488,1,0,1,0,0,0,0
1402919647488,1402919647988,0,0,0,0,0,0,1
1402919647988,1402919648488,0,0,0,0,0,0,3
1402919648488,1402919648988,0,0,0,0,0,0,2
1402919648988,1402919649488,0,0,0,1,0,0,2
1402919649488,1402919649988,0,0,0,9,0,0,1
1402919649988,1402919650488,0,0,0,15,0,0,0
1402919650488,1402919650988,0,0,0,8,0,0,0
1402919650988,1402919651488,0,0,0,4,0,0,0
1402919651488,1402919651988,0,0,0,3,0,0,0
1402919651988,1402919652488,0,0,0,4,0,0,0
1402919652488,1402919652988,0,0,0,0,0,0,1
1402919652988,1402919653488,3,0,0,0,0,0,0
1402919653488,1402919653988,0,0,0,1,0,0,2
1402919653988,1402919654488,0,0,0,3,0,0,3
1402919654488,1402919654988,0,0,0,9,0,0,1
1402919654988,1402919655488,0,0,0,3,0,0,0
1402919655488,1402919655988,0,0,0,2,0,0,0
1402919655988,1402919656488,0,0,0,2,0,0,1
1402919656488,1402919656988,0,0,0,0,0,2,0
1402919656988,1402919657488,0,0,0,0,0,1,0
1402919657488,1402919657988,0,0,0,1,0,2,0
1402919657988,1402919658488,0,0,0,2,0,0,1
1402919658488,1402919658988,0,0,0,0,0,0,0
1402919658988,1402919659488,1,0,0,0,0,0,1
1402919659488,1402919659988,0,0,0,1,0,0,2
1402919659988,1402919660488,0,0,0,2,0,0,0
1402919660488,1402919660988,1,0,0,0,0,0,2
1402919660988,1402919661488,2,0,0,0,0,0,2
1402919661488,1402919661988,0,0,0,1,0,0,2
1402919661988,1402919662488,0,0,0,0,0,2,0
1402919662488,1402919662988,0,0,0,0,0,1,0
1402919662988,1402919663488,0,0,0,1,0,1,2
1402919663488,1402919663988,0,0,0,11,0,0,0
1402919663988,1402919664488,0,0,0,0,0,0,2
1402919664488,1402919664988,0,0,0,0,0,0,2
1402919664988,1402919665488,1,0,0,0,0,0,0
1402919665488,1402919665988,5,0,0,0,0,0,0
1402919665988,1402919666488,5,0,0,0,0,0,3
1402919666488,1402919666988,2,0,0,1,0,0,1
1402919666988,1402919667488,0,0,0,0,0,0,1
1402919667488,1402919667988,0,0,0,1,0,0,2
1402919667988,1402919668488,1,0,0,0,0,2,0
1402919668488,1402919668988,0,0,0,0,0,1,0
1402919668988,1402919669488,0,0,0,0,0,2,0
1402919669488,1402919669988,0,0,0,0,0,1,0
1402919669988,1402919670488,6,0,0,0,0,0,0
1402919670488,1402919670988,5,0,0,0,0,2,0
1402919670988,1402919671488,3,0,0,0,0,2,0
1402919671488,1402919671988,1,0,0,0,0,0,2
1402919671988,1402919672488,0,0,0,0,0,0,1
1402919672488,1402919672988,2,0,0,0,0,0,0
1402919672988,1402919673488,5,0,0,0,0,0,0
1402919673488,1402919673988,5,0,0,0,0,0,0
1402919673988,1402919674488,3,0,0,0,0,0,1
1402919674488,1402919674988,4,0,0,0,0,0,1
1402919674988,1402919675488,3,0,0,0,0,0,0
1402919675488,1402919675988,0,0,0,0,0,0,2
1402919675988,1402919676488,4,0,0,0,0,0,0
1402919676488,1402919676988,5,0,0,0,0,0,1
1402919676988,1402919677488,5,0,0,0,0,0,1
1402919677488,1402919677988,5,0,0,0,0,0,1
1402919677988,1402919678488,4,0,0,0,0,0,0
1402919678488,1402919678988,0,3,0,0,0,0,0
1402919678988,1402919679488,0,2,0,0,0,0,1
1402919679488,1402919679988,2,0,0,0,0,0,0
1402919679988,1402919680488,3,0,0,1,0,0,2
1402919680488,1402919680988,0,0,0,0,0,0,1
1402919680988,1402919681488,0,0,0,1,0,0,0
1402919681488,1402919681988,0,1,0,1,0,0,1
1402919681988,1402919682488,1,0,1,0,0,0,1
1402919682488,1402919682988,0,0,0,0,0,0,0
1402919682988,1402919683488,0,0,0,0,0,0,0
1402919683488,1402919683988,0,0,0,0,0,0,3
1402919683988,1402919684488,0,0,0,0,0,0,0
1402919684488,1402919684988,0,0,0,1,0,0,0
1402919684988,1402919685488,0,0,0,11,0,0,3
1402919685488,1402919685988,0,0,0,1,0,0,2
1402919685988,1402919686488,0,0,0,12,0,2,0
1402919686488,1402919686988,0,0,0,9,0,2,0
1402919686988,1402919687488,0,0,0,0,0,0,2
1402919687488,1402919687988,0,0,0,0,0,0,1
1402919687988,1402919688488,0,0,0,3,0,0,0
1402919688488,1402919688988,0,0,0,1,0,0,0
1402919688988,1402919689488,3,0,0,0,0,0,1
1402919689488,1402919689988,0,0,0,0,0,0,2
1402919689988,1402919690488,0,0,0,0,0,0,2
1402919690488,1402919690988,0,0,0,0,0,0,1
1402919690988,1402919691488,0,0,0,0,0,0,1
1402919691488,1402919691988,0,0,0,0,0,0,1
1402919691988,1402919692488,0,0,0,0,0,0,2
1402919692488,1402919692988,0,0,0,0,0,0,2
1402919692988,1402919693488,0,0,0,0,0,0,2
1402919693488,1402919693988,0,0,0,0,0,2,1
1402919693988,1402919694488,1,0,1,0,0,1,0
1402919694488,1402919694988,0,0,0,0,0,0,0
1402919694988,1402919695488,0,0,0,0,0,0,2
1402919695488,1402919695988,0,0,0,0,0,0,2
1402919695988,1402919696488,0,0,0,0,0,0,2
1402919696488,1402919696988,0,0,0,0,0,0,2
1402919696988,1402919697488,0,0,0,0,0,0,0
1402919697488,1402919697988,0,0,0,0,0,0,0
1402919697988,1402919698488,0,0,0,1,0,0,2
1402919698488,1402919698988,0,0,0,6,0,0,1
1402919698988,1402919699488,0,0,0,4,0,0,2
1402919699488,1402919699988,0,0,0,0,0,1,0
1402919699988,1402919700488,0,0,0,0,0,0,0
1402919700488,1402919700988,0,0,0,2,0,0,1
1402919700988,1402919701488,0,0,0,10,0,0,1
1402919701488,1402919701988,0,0,0,10,0,0,0
1402919701988,1402919702488,0,0,0,0,0,1,1
1402919702488,1402919702988,0,0,0,0,0,1,0
1402919702988,1402919703488,0,0,0,0,0,2,0
1402919703488,1402919703988,1,0,0,0,0,0,0
1402919703988,1402919704488,4,0,0,0,0,0,0
1402919704488,1402919704988,4,0,0,0,0,0,0
1402919704988,1402919705488,4,0,0,0,0,0,2
1402919705488,1402919705988,0,0,0,0,0,0,2
1402919705988,1402919706488,3,0,0,0,0,0,1
1402919706488,1402919706988,1,0,0,0,0,0,2
1402919706988,1402919707488,0,0,0,0,0,0,0
1402919707488,1402919707988,0,0,0,0,0,1,0
1402919707988,1402919708488,0,0,0,0,0,1,0
1402919708488,1402919708988,0,0,0,0,0,0,1
1402919708988,1402919709488,0,0,0,0,0,0,2
1402919709488,1402919709988,0,0,0,0,0,0,1
1402919709988,1402919710488,0,0,0,1,0,0,0
1402919710488,1402919710988,1,0,0,0,0,0,0
1402919710988,1402919711488,2,0,0,0,0,0,0
1402919711488,1402919711988,5,0,0,0,0,0,0
1402919711988,1402919712488,4,0,0,0,0,0,1
1402919712488,1402919712988,3,0,0,0,0,0,0
1402919712988,1402919713488,5,0,0,0,0,0,0
1402919713488,1402919713988,0,0,0,0,0,0,2
1402919713988,1402919714488,0,0,0,2,0,0,2
1402919714488,1402919714988,0,0,0,2,0,0,2
1402919714988,1402919715488,1,0,0,0,0,0,1
1402919715488,1402919715988,14,0,0,0,0,0,2
1402919715988,1402919716488,15,0,0,0,0,0,0
1402919716488,1402919716988,2,0,0,1,0,0,1
1402919716988,1402919717488,2,0,0,0,0,0,2
1402919717488,1402919717988,0,0,0,0,0,0,2
1402919717988,1402919718488,1,0,0,1,0,0,1
1402919718488,1402919718988,0,0,0,6,0,0,1
1402919718988,1402919719488,0,0,0,8,0,0,1
1402919719488,1402919719988,0,0,0,0,0,2,0
1402919719988,1402919720488,0,0,0,0,0,1,0
1402919720488,1402919720988,0,0,0,1,0,0,0
1402919720988,1402919721488,0,0,0,9,0,0,1
1402919721488,1402919721988,0,0,0,1,0,0,2
1402919721988,1402919722488,0,0,0,1,0,0,1
1402919722488,1402919722988,0,0,0,1,0,0,1
1402919722988,1402919723488,1,0,0,0,0,0,1
1402919723488,1402919723988,5,0,0,0,0,0,1
1402919723988,1402919724488,1,0,0,0,0,0,1
1402919724488,1402919724988,0,0,0,0,0,0,3
1402919724988,1402919725488,0,0,0,1,0,0,2
1402919725488,1402919725988,0,0,0,5,0,0,0
1402919725988,1402919726488,0,0,0,0,0,0,0
1402919726488,1402919726988,0,0,0,1,0,0,0
1402919726988,1402919727488,0,0,0,0,0,0,0
1402919727488,1402919727988,0,0,0,0,0,0,2
1402919727988,1402919728488,0,0,0,0,0,1,0
1402919728488,1402919728988,0,0,0,0,0,0,0
1402919728988,1402919729488,0,0,0,0,0,0,0
1402919729488,1402919729988,0,0,0,0,0,1,0
1402919729988,1402919730488,0,0,0,0,0,2,0
1402919730488,1402919730988,0,0,0,0,0,3,0
1402919730988,1402919731488,0,0,0,0,0,0,0
1402919731488,1402919731988,0,0,0,1,0,0,2
1402919731988,1402919732488,0,0,0,3,0,0,0
1402919732488,1402919732988,0,0,0,1,0,0,2
1402919732988,1402919733488,0,0,0,10,0,0,0
1402919733488,1402919733988,0,0,0,2,0,0,0
1402919733988,1402919734488,1,0,0,0,0,0,1
1402919734488,1402919734988,5,0,0,0,0,0,0
1402919734988,1402919735488,4,0,0,0,0,0,1
1402919735488,1402919735988,4,0,0,0,0,0,1
1402919735988,1402919736488,3,0,0,0,0,0,0
1402919736488,1402919736988,1,1,0,0,0,0,1
1402919736988,1402919737488,0,0,0,1,0,0,1
1402919737488,1402919737988,0,0,0,2,0,0,1
1402919737988,1402919738488,0,0,0,15,0,0,2
1402919738488,1402919738988,0,0,0,15,0,0,1
1402919738988,1402919739488,0,0,0,5,0,0,1
1402919739488,1402919739988,0,0,0,0,0,0,0
1402919739988,1402919740488,0,0,0,0,0,0,0
1402919740488,1402919740988,0,0,0,0,0,2,0
1402919740988,1402919741488,0,0,0,1,0,0,0
1402919741488,1402919741988,0,0,0,1,0,0,2
1402919741988,1402919742488,0,0,0,0,0,0,1
1402919742488,1402919742988,2,0,0,0,0,0,0
1402919742988,1402919743488,0,2,0,0,0,0,1
1402919743488,1402919743988,0,1,0,0,0,0,1
1402919743988,1402919744488,0,0,0,1,0,0,2
1402919744488,1402919744988,0,0,0,3,0,0,2
1402919744988,1402919745488,0,0,0,15,0,0,0
1402919745488,1402919745988,0,0,0,1,0,0,1
1402919745988,1402919746488,0,0,0,0,0,0,2
1402919746488,1402919746988,0,0,0,0,0,0,1
1402919746988,1402919747488,1,0,0,1,0,0,2
1402919747488,1402919747988,0,0,0,12,0,0,2
1402919747988,1402919748488,0,0,0,8,0,0,0
1402919748488,1402919748988,0,0,0,3,0,0,0
1402919748988,1402919749488,0,0,0,1,0,0,1
1402919749488,1402919749988,0,1,0,0,0,0,0
1402919749988,1402919750488,0,1,0,0,0,0,1
1402919750488,1402919750988,0,0,0,1,0,0,1
1402919750988,1402919751488,0,0,0,4,0,0,2
1402919751488,1402919751988,0,0,0,0,0,2,0
1402919751988,1402919752488,0,0,0,0,0,0,0
1402919752488,1402919752988,0,0,0,2,0,0,1
1402919752988,1402919753488,0,0,0,2,0,0,2
1402919753488,1402919753988,0,1,0,0,0,0,2
1402919753988,1402919754488,0,3,0,0,0,0,1
1402919754488,1402919754988,0,8,0,0,0,0,1
