start,end,keyDownNormal,keyDownDel,keyDownCtrl,keyDownNav,mouseDown,fixationSource,fixationTarget
1402648341406,1402648341906,4,0,0,0,0,0,0
1402648341906,1402648342406,1,0,0,1,0,0,0
1402648342406,1402648342906,0,0,0,2,0,0,1
1402648342906,1402648343406,0,0,0,6,0,0,0
1402648343406,1402648343906,0,2,0,1,0,0,0
1402648343906,1402648344406,0,3,0,0,0,0,1
1402648344406,1402648344906,0,3,0,0,0,0,0
1402648344906,1402648345406,0,2,0,0,0,0,0
1402648345406,1402648345906,0,0,0,1,0,0,0
1402648345906,1402648346406,0,0,0,7,0,0,1
1402648346406,1402648346906,1,0,0,1,0,0,0
1402648346906,1402648347406,4,0,0,0,0,0,0
1402648347406,1402648347906,5,0,0,0,0,0,0
1402648347906,1402648348406,4,0,0,0,0,0,1
1402648348406,1402648348906,2,0,0,0,0,1,0
1402648348906,1402648349406,4,0,0,0,0,0,0
1402648349406,1402648349906,3,0,0,0,0,0,1
1402648349906,1402648350406,4,0,0,0,0,0,1
1402648350406,1402648350906,0,1,0,0,0,0,1
1402648350906,1402648351406,0,5,0,0,0,0,0
1402648351406,1402648351906,0,2,0,0,0,0,1
1402648351906,1402648352406,0,2,0,0,0,0,0
1402648352406,1402648352906,0,0,0,1,0,0,1
1402648352906,1402648353406,0,0,0,2,0,0,1
1402648353406,1402648353906,0,0,0,1,0,0,2
1402648353906,1402648354406,0,0,0,9,0,0,0
1402648354406,1402648354906,0,0,0,1,0,0,1
1402648354906,1402648355406,0,0,0,0,0,0,0
1402648355406,1402648355906,0,0,0,0,0,0,0
1402648355906,1402648356406,0,0,0,0,0,0,1
1402648356406,1402648356906,0,0,0,0,0,0,1
1402648356906,1402648357406,0,0,0,1,0,0,1
1402648357406,1402648357906,0,0,0,1,0,0,2
1402648357906,1402648358406,0,0,0,11,0,2,0
1402648358406,1402648358906,0,0,0,0,0,0,0
1402648358906,1402648359406,0,0,0,1,0,0,1
1402648359406,1402648359906,0,0,0,1,0,0,2
1402648359906,1402648360406,0,0,0,14,0,2,0
1402648360406,1402648360906,0,0,0,13,0,0,0
1402648360906,1402648361406,1,0,0,2,0,0,0
1402648361406,1402648361906,1,0,0,0,0,0,1
1402648361906,1402648362406,0,1,0,0,0,0,1
1402648362406,1402648362906,4,0,0,0,0,0,0
1402648362906,1402648363406,5,0,0,0,0,0,1
1402648363406,1402648363906,2,0,0,1,0,0,3
1402648363906,1402648364406,0,0,0,0,0,0,1
1402648364406,1402648364906,0,0,0,1,0,0,1
1402648364906,1402648365406,0,0,0,7,0,0,0
1402648365406,1402648365906,1,0,0,1,0,0,1
1402648365906,1402648366406,3,0,0,0,0,0,1
1402648366406,1402648366906,1,0,0,0,0,0,1
1402648366906,1402648367406,2,0,0,0,0,1,0
1402648367406,1402648367906,2,0,0,0,0,2,0
1402648367906,1402648368406,1,1,0,0,0,0,2
1402648368406,1402648368906,0,4,0,0,0,0,1
1402648368906,1402648369406,0,12,0,0,0,0,2
1402648369406,1402648369906,0,1,0,0,0,0,1
1402648369906,1402648370406,0,0,0,1,0,0,1
1402648370406,1402648370906,0,0,0,0,0,3,0
1402648370906,1402648371406,0,0,0,0,0,0,0
1402648371406,1402648371906,0,0,0,0,1,0,1
1402648371906,1402648372406,0,0,0,0,0,0,0
1402648372406,1402648372906,0,0,0,0,0,0,0
1402648372906,1402648373406,0,0,0,0,0,0,0
1402648373406,1402648373906,0,0,0,0,0,0,0
1402648373906,1402648374406,2,0,0,0,0,0,0
1402648374406,1402648374906,0,0,0,0,0,0,0
1402648374906,1402648375406,0,0,0,1,0,0,1
1402648375406,1402648375906,0,0,0,8,0,2,0
1402648375906,1402648376406,0,0,0,2,0,0,0
1402648376406,1402648376906,0,0,0,2,0,0,0
1402648376906,1402648377406,1,0,0,1,0,0,0
1402648377406,1402648377906,0,0,0,2,0,0,0
1402648377906,1402648378406,0,0,0,1,0,0,0
1402648378406,1402648378906,5,0,0,0,0,0,0
1402648378906,1402648379406,5,0,0,0,0,0,0
1402648379406,1402648379906,1,0,0,0,0,0,0
1402648379906,1402648380406,0,0,0,1,0,0,2
1402648380406,1402648380906,0,0,0,5,0,0,0
1402648380906,1402648381406,1,0,0,1,0,0,0
1402648381406,1402648381906,2,0,0,0,0,0,0
1402648381906,1402648382406,2,0,0,0,0,0,0
1402648382406,1402648382906,4,0,0,0,0,0,0
1402648382906,1402648383406,5,0,0,0,0,0,1
1402648383406,1402648383906,2,1,0,0,0,0,1
1402648383906,1402648384406,0,2,0,0,0,0,0
1402648384406,1402648384906,0,16,0,0,0,0,2
1402648384906,1402648385406,0,9,0,0,0,0,0
1402648385406,1402648385906,0,2,0,0,0,0,0
1402648385906,1402648386406,0,2,0,0,0,0,1
1402648386406,1402648386906,0,0,0,0,0,0,0
1402648386906,1402648387406,0,0,0,0,0,0,0
1402648387406,1402648387906,0,0,0,0,0,0,0
1402648387906,1402648388406,0,0,0,0,1,0,0
1402648388406,1402648388906,0,0,0,0,0,0,1
1402648388906,1402648389406,0,0,0,0,1,0,1
1402648389406,1402648389906,0,0,0,0,0,0,0
1402648389906,1402648390406,0,0,0,0,0,0,1
1402648390406,1402648390906,0,0,0,0,0,0,1
1402648390906,1402648391406,0,0,0,0,2,2,0
1402648391406,1402648391906,0,0,0,0,0,1,0
1402648391906,1402648392406,0,0,0,0,1,0,0
1402648392406,1402648392906,0,0,0,0,0,0,0
1402648392906,1402648393406,3,0,0,0,0,0,0
1402648393406,1402648393906,0,0,0,0,0,0,0
1402648393906,1402648394406,0,0,0,2,0,1,0
1402648394406,1402648394906,0,0,0,2,0,0,0
1402648394906,1402648395406,0,0,0,2,0,0,0
1402648395406,1402648395906,3,0,0,0,0,0,0
1402648395906,1402648396406,5,0,0,0,0,0,0
1402648396406,1402648396906,5,0,0,0,0,0,0
1402648396906,1402648397406,7,0,0,0,0,0,0
1402648397406,1402648397906,5,0,0,0,0,0,0
1402648397906,1402648398406,0,1,0,0,0,0,1
1402648398406,1402648398906,0,12,0,0,0,0,1
1402648398906,1402648399406,0,2,0,0,0,0,0
1402648399406,1402648399906,2,1,0,0,0,0,0
1402648399906,1402648400406,1,0,0,0,0,0,1
1402648400406,1402648400906,0,0,0,1,0,0,1
1402648400906,1402648401406,0,0,0,0,0,0,2
1402648401406,1402648401906,0,0,0,0,0,0,1
1402648401906,1402648402406,0,0,0,0,0,0,2
1402648402406,1402648402906,0,0,0,0,1,0,2
1402648402906,1402648403406,0,0,0,0,0,0,2
1402648403406,1402648403906,0,0,0,0,1,0,0
1402648403906,1402648404406,0,0,0,0,1,1,1
1402648404406,1402648404906,1,0,0,1,0,1,0
1402648404906,1402648405406,1,0,0,0,0,0,1
1402648405406,1402648405906,0,2,0,0,0,1,0
1402648405906,1402648406406,0,2,0,0,0,0,1
1402648406406,1402648406906,0,0,0,0,0,0,2
1402648406906,1402648407406,0,0,0,0,0,0,0
1402648407406,1402648407906,0,0,0,0,1,0,1
1402648407906,1402648408406,0,0,0,0,0,0,0
1402648408406,1402648408906,0,0,0,0,0,0,1
1402648408906,1402648409406,0,0,0,0,0,0,0
1402648409406,1402648409906,0,0,0,1,0,1,1
1402648409906,1402648410406,0,0,0,1,0,0,0
1402648410406,1402648410906,3,0,0,0,0,0,0
1402648410906,1402648411406,2,0,0,0,0,0,0
1402648411406,1402648411906,5,0,0,0,0,0,0
1402648411906,1402648412406,5,0,0,0,0,0,0
1402648412406,1402648412906,0,0,0,1,0,0,0
1402648412906,1402648413406,0,0,0,11,0,0,0
1402648413406,1402648413906,0,1,0,1,0,0,0
1402648413906,1402648414406,0,2,0,0,0,0,2
1402648414406,1402648414906,0,3,0,0,0,0,1
1402648414906,1402648415406,0,3,0,0,0,0,0
1402648415406,1402648415906,0,0,0,0,0,0,1
1402648415906,1402648416406,0,0,0,0,0,1,0
1402648416406,1402648416906,0,0,0,0,0,0,1
1402648416906,1402648417406,0,0,0,0,0,0,1
1402648417406,1402648417906,0,0,0,0,0,0,1
1402648417906,1402648418406,0,0,0,0,1,1,1
1402648418406,1402648418906,0,0,0,0,1,1,0
1402648418906,1402648419406,0,0,0,0,0,0,1
1402648419406,1402648419906,0,0,0,0,1,1,1
1402648419906,1402648420406,0,0,0,0,1,2,0
1402648420406,1402648420906,0,0,0,0,0,1,1
1402648420906,1402648421406,0,0,0,0,1,0,3
1402648421406,1402648421906,0,0,0,0,0,0,2
1402648421906,1402648422406,0,0,0,0,1,0,1
1402648422406,1402648422906,0,0,0,0,0,0,0
1402648422906,1402648423406,0,0,0,0,0,0,3
1402648423406,1402648423906,0,0,0,0,0,1,0
1402648423906,1402648424406,0,0,0,0,1,0,0
1402648424406,1402648424906,0,0,0,0,0,0,1
1402648424906,1402648425406,0,0,0,0,0,0,0
1402648425406,1402648425906,0,0,0,0,2,0,0
1402648425906,1402648426406,0,0,0,0,0,1,0
1402648426406,1402648426906,2,0,0,0,0,1,0
1402648426906,1402648427406,1,0,0,0,0,0,0
1402648427406,1402648427906,0,0,0,1,0,0,0
1402648427906,1402648428406,0,0,0,1,0,0,1
1402648428406,1402648428906,0,0,0,11,0,0,1
1402648428906,1402648429406,0,0,0,2,0,0,0
1402648429406,1402648429906,3,0,0,0,0,0,1
1402648429906,1402648430406,1,0,0,1,0,0,1
1402648430406,1402648430906,0,0,0,5,0,0,1
1402648430906,1402648431406,0,0,0,3,0,0,0
1402648431406,1402648431906,2,1,0,0,0,0,0
1402648431906,1402648432406,5,0,0,0,0,0,1
1402648432406,1402648432906,6,0,0,0,0,0,1
1402648432906,1402648433406,3,0,0,0,0,2,0
1402648433406,1402648433906,0,3,0,0,0,0,1
1402648433906,1402648434406,0,3,0,0,0,0,0
1402648434406,1402648434906,0,2,0,0,0,0,1
1402648434906,1402648435406,0,0,0,1,0,0,2
1402648435406,1402648435906,0,0,0,4,0,0,1
1402648435906,1402648436406,0,0,0,3,0,0,0
1402648436406,1402648436906,1,0,0,1,0,0,0
1402648436906,1402648437406,1,0,0,0,0,0,1
1402648437406,1402648437906,0,1,0,1,0,0,1
1402648437906,1402648438406,0,0,0,8,0,0,0
1402648438406,1402648438906,0,0,0,3,0,0,1
1402648438906,1402648439406,0,0,0,0,0,0,0
1402648439406,1402648439906,1,1,0,0,0,0,0
1402648439906,1402648440406,0,0,0,3,0,0,1
1402648440406,1402648440906,1,0,0,1,0,0,0
1402648440906,1402648441406,0,1,0,1,0,0,0
1402648441406,1402648441906,1,1,0,1,0,0,0
1402648441906,1402648442406,0,0,0,2,0,0,2
1402648442406,1402648442906,0,0,0,0,0,1,0
1402648442906,1402648443406,0,0,0,1,0,2,1
1402648443406,1402648443906,0,0,0,1,0,0,1
1402648443906,1402648444406,0,0,0,2,0,0,2
1402648444406,1402648444906,0,0,0,10,0,0,0
1402648444906,1402648445406,0,0,0,3,0,0,0
1402648445406,1402648445906,0,0,0,0,0,0,3
1402648445906,1402648446406,0,0,0,0,0,1,0
1402648446406,1402648446906,1,0,0,0,0,1,0
1402648446906,1402648447406,4,0,0,0,0,2,0
1402648447406,1402648447906,5,0,0,0,0,0,1
1402648447906,1402648448406,2,0,0,0,0,0,1
1402648448406,1402648448906,0,3,0,0,0,0,1
1402648448906,1402648449406,0,3,0,0,0,0,1
1402648449406,1402648449906,0,2,0,0,0,0,2
1402648449906,1402648450406,1,0,0,0,0,0,1
1402648450406,1402648450906,0,0,0,0,0,0,1
1402648450906,1402648451406,0,2,0,0,0,0,0
1402648451406,1402648451906,0,1,0,0,0,0,1
1402648451906,1402648452406,0,0,0,0,0,0,2
1402648452406,1402648452906,0,0,0,0,0,0,1
1402648452906,1402648453406,0,0,0,0,0,0,2
1402648453406,1402648453906,2,0,0,0,0,0,0
1402648453906,1402648454406,2,0,0,0,0,0,1
1402648454406,1402648454906,3,0,0,0,0,0,1
1402648454906,1402648455406,1,1,0,0,0,0,1
1402648455406,1402648455906,0,3,0,0,0,0,1
1402648455906,1402648456406,0,3,0,0,0,0,0
1402648456406,1402648456906,0,2,0,0,0,0,0
1402648456906,1402648457406,0,0,0,0,0,0,2
1402648457406,1402648457906,0,0,0,1,0,0,1
1402648457906,1402648458406,0,0,0,2,0,0,1
1402648458406,1402648458906,0,0,0,4,0,0,2
1402648458906,1402648459406,0,0,0,13,0,0,0
1402648459406,1402648459906,0,0,0,1,0,0,1
1402648459906,1402648460406,0,0,0,1,0,0,1
1402648460406,1402648460906,3,0,0,0,0,0,0
1402648460906,1402648461406,1,0,0,1,0,0,1
1402648461406,1402648461906,0,0,0,1,0,0,2
1402648461906,1402648462406,0,0,0,11,0,0,1
1402648462406,1402648462906,0,0,0,3,0,0,1
1402648462906,1402648463406,3,0,0,0,0,0,1
1402648463406,1402648463906,0,2,0,0,0,0,1
1402648463906,1402648464406,0,4,0,0,0,0,1
1402648464406,1402648464906,0,2,0,0,0,0,0
1402648464906,1402648465406,0,0,0,1,0,0,1
1402648465406,1402648465906,0,0,0,10,0,0,0
1402648465906,1402648466406,0,0,0,1,0,0,0
1402648466406,1402648466906,5,0,0,0,0,0,0
1402648466906,1402648467406,0,1,0,0,0,0,2
1402648467406,1402648467906,0,2,0,0,0,0,0
1402648467906,1402648468406,0,0,0,0,0,0,1
1402648468406,1402648468906,0,0,0,0,0,0,0
1402648468906,1402648469406,0,0,0,0,1,0,0
1402648469406,1402648469906,0,0,0,0,0,0,0
1402648469906,1402648470406,0,0,0,0,0,1,0
1402648470406,1402648470906,0,0,0,0,0,0,0
1402648470906,1402648471406,0,0,0,0,0,0,0
1402648471406,1402648471906,0,0,0,0,0,0,0
1402648471906,1402648472406,0,0,0,0,1,0,0
1402648472406,1402648472906,3,0,0,0,0,0,0
1402648472906,1402648473406,0,0,0,0,0,0,0
1402648473406,1402648473906,0,0,0,0,1,0,0
1402648473906,1402648474406,3,0,0,0,0,0,0
1402648474406,1402648474906,0,2,0,0,0,0,0
1402648474906,1402648475406,1,1,0,0,0,0,0
1402648475406,1402648475906,3,0,0,0,0,0,0
1402648475906,1402648476406,5,0,0,0,0,0,0
1402648476406,1402648476906,4,0,0,0,0,0,0
1402648476906,1402648477406,6,0,0,0,0,0,0
1402648477406,1402648477906,6,0,0,0,0,0,0
1402648477906,1402648478406,6,0,0,0,0,0,0
1402648478406,1402648478906,6,0,0,0,0,0,0
1402648478906,1402648479406,2,0,0,0,0,0,2
1402648479406,1402648479906,1,0,0,0,0,0,0
1402648479906,1402648480406,4,0,0,0,0,0,2
1402648480406,1402648480906,0,1,0,0,0,0,2
1402648480906,1402648481406,0,11,0,0,0,1,0
1402648481406,1402648481906,0,15,0,0,0,0,0
1402648481906,1402648482406,0,1,0,0,0,0,3
1402648482406,1402648482906,0,4,0,0,0,0,1
1402648482906,1402648483406,0,1,0,1,0,0,1
1402648483406,1402648483906,0,0,0,1,0,0,2
1402648483906,1402648484406,0,0,0,10,0,0,1
1402648484406,1402648484906,0,0,0,13,0,0,0
1402648484906,1402648485406,0,0,0,1,0,0,1
1402648485406,1402648485906,0,0,0,1,0,0,2
1402648485906,1402648486406,0,0,0,0,0,0,1
1402648486406,1402648486906,0,0,0,0,0,0,0
1402648486906,1402648487406,0,0,0,0,1,0,0
1402648487406,1402648487906,0,0,0,1,0,0,1
1402648487906,1402648488406,5,0,0,0,0,0,1
1402648488406,1402648488906,4,0,0,0,0,0,1
1402648488906,1402648489406,6,0,0,0,0,0,1
1402648489406,1402648489906,7,0,0,0,0,0,1
1402648489906,1402648490406,4,1,0,0,0,0,1
1402648490406,1402648490906,0,4,0,0,0,0,1
1402648490906,1402648491406,0,3,0,0,0,0,0
1402648491406,1402648491906,0,2,0,0,0,0,0
1402648491906,1402648492406,0,0,0,1,0,0,2
1402648492406,1402648492906,0,0,0,8,0,0,1
1402648492906,1402648493406,0,0,0,0,0,0,0
1402648493406,1402648493906,1,0,0,1,0,0,0
1402648493906,1402648494406,0,1,0,0,0,0,2
1402648494406,1402648494906,0,5,0,0,0,0,1
1402648494906,1402648495406,0,2,0,0,0,0,1
1402648495406,1402648495906,0,0,0,0,0,0,1
1402648495906,1402648496406,0,1,0,0,0,0,1
1402648496406,1402648496906,0,0,0,2,0,0,2
1402648496906,1402648497406,0,0,0,15,0,0,0
1402648497406,1402648497906,0,0,0,10,0,0,0
1402648497906,1402648498406,0,1,0,1,0,0,1
1402648498406,1402648498906,0,3,0,0,0,2,0
1402648498906,1402648499406,0,2,0,0,0,0,0
1402648499406,1402648499906,0,0,0,1,0,0,1
1402648499906,1402648500406,0,0,0,6,0,1,1
1402648500406,1402648500906,1,0,0,1,0,0,0
1402648500906,1402648501406,4,0,0,0,0,0,1
1402648501406,1402648501906,5,0,0,0,0,0,0
1402648501906,1402648502406,4,0,0,0,0,0,1
1402648502406,1402648502906,0,0,0,0,0,0,1
1402648502906,1402648503406,0,0,0,0,0,0,0
1402648503406,1402648503906,0,0,0,0,1,0,0
1402648503906,1402648504406,0,0,0,0,0,0,0
1402648504406,1402648504906,0,0,0,0,0,0,0
1402648504906,1402648505406,0,0,0,0,0,0,0
1402648505406,1402648505906,0,0,0,0,0,0,0
1402648505906,1402648506406,0,0,0,0,0,0,0
1402648506406,1402648506906,0,0,0,0,0,0,0
1402648506906,1402648507406,0,0,0,0,1,0,0
1402648507406,1402648507906,0,0,0,1,0,0,0
1402648507906,1402648508406,2,0,0,0,0,0,0
1402648508406,1402648508906,0,1,0,0,0,0,0
1402648508906,1402648509406,1,0,0,0,0,0,0
1402648509406,1402648509906,2,0,0,0,0,0,0
1402648509906,1402648510406,4,0,0,0,0,0,0
1402648510406,1402648510906,4,0,0,0,0,0,1
1402648510906,1402648511406,4,0,0,0,0,0,0
1402648511406,1402648511906,0,1,0,0,0,0,0
1402648511906,1402648512406,0,7,0,0,0,0,0
1402648512406,1402648512906,0,8,0,0,0,0,0
1402648512906,1402648513406,0,2,0,0,0,0,0
1402648513406,1402648513906,1,0,0,2,0,0,1
1402648513906,1402648514406,0,0,0,1,0,0,0
1402648514406,1402648514906,0,0,0,15,0,0,0
1402648514906,1402648515406,0,0,0,4,0,0,2
1402648515406,1402648515906,0,0,0,8,0,0,0
1402648515906,1402648516406,0,0,0,4,0,0,1
1402648516406,1402648516906,0,0,0,0,0,0,1
1402648516906,1402648517406,0,0,0,0,0,0,0
1402648517406,1402648517906,0,0,0,0,1,0,0
1402648517906,1402648518406,1,0,0,0,0,0,0
1402648518406,1402648518906,0,0,0,0,0,0,1
1402648518906,1402648519406,0,0,0,0,0,0,0
1402648519406,1402648519906,0,0,0,0,1,0,0
1402648519906,1402648520406,0,0,0,0,0,0,1
1402648520406,1402648520906,0,0,0,1,0,0,0
1402648520906,1402648521406,1,0,0,0,0,2,0
1402648521406,1402648521906,0,0,0,2,0,1,0
1402648521906,1402648522406,0,0,0,1,0,0,1
1402648522406,1402648522906,0,0,0,1,0,0,1
1402648522906,1402648523406,0,0,0,11,0,0,0
1402648523406,1402648523906,0,0,0,0,0,0,1
1402648523906,1402648524406,0,0,0,0,0,0,1
1402648524406,1402648524906,1,0,0,1,0,0,0
1402648524906,1402648525406,6,0,0,0,0,0,0
1402648525406,1402648525906,5,0,0,0,0,0,1
1402648525906,1402648526406,3,0,0,0,0,0,0
1402648526406,1402648526906,0,0,0,0,0,0,1
1402648526906,1402648527406,0,0,0,0,0,0,0
1402648527406,1402648527906,0,0,0,0,1,0,1
1402648527906,1402648528406,0,0,0,0,0,0,0
1402648528406,1402648528906,0,0,0,0,0,0,1
1402648528906,1402648529406,0,0,0,0,0,0,0
1402648529406,1402648529906,0,0,0,0,1,0,0
1402648529906,1402648530406,0,0,0,0,0,0,0
1402648530406,1402648530906,0,0,0,0,0,0,0
1402648530906,1402648531406,0,0,0,0,0,0,0
1402648531406,1402648531906,0,0,0,0,1,0,2
1402648531906,1402648532406,0,0,0,0,0,0,2
1402648532406,1402648532906,0,0,0,0,0,0,0
1402648532906,1402648533406,0,0,0,0,0,0,0
1402648533406,1402648533906,0,0,0,0,0,1,0
1402648533906,1402648534406,0,0,0,0,0,1,0
1402648534406,1402648534906,1,0,0,0,0,1,0
1402648534906,1402648535406,2,0,0,0,0,0,0
1402648535406,1402648535906,2,0,0,0,0,0,0
1402648535906,1402648536406,1,0,0,0,0,0,0
1402648536406,1402648536906,1,0,0,0,0,0,0
1402648536906,1402648537406,0,1,0,0,0,0,0
1402648537406,1402648537906,1,0,0,0,0,0,0
1402648537906,1402648538406,0,1,0,0,0,0,0
1402648538406,1402648538906,1,0,0,0,0,0,0
1402648538906,1402648539406,0,1,0,0,0,0,1
1402648539406,1402648539906,0,0,0,1,0,0,0
1402648539906,1402648540406,0,0,0,6,0,0,1
1402648540406,1402648540906,0,0,0,14,0,0,0
1402648540906,1402648541406,1,0,0,1,0,0,0
1402648541406,1402648541906,0,0,0,0,0,0,0
1402648541906,1402648542406,1,1,0,0,0,0,0
1402648542406,1402648542906,0,0,0,1,0,0,0
1402648542906,1402648543406,0,0,0,1,0,0,0
1402648543406,1402648543906,0,0,0,0,0,0,0
1402648543906,1402648544406,0,0,0,0,1,0,0
1402648544406,1402648544906,0,0,0,0,1,0,0
1402648544906,1402648545406,0,0,0,1,0,0,0
1402648545406,1402648545906,0,0,0,0,0,0,0
1402648545906,1402648546406,0,0,0,0,0,0,0
1402648546406,1402648546906,0,0,0,0,0,0,0
1402648546906,1402648547406,0,0,0,0,0,0,0
1402648547406,1402648547906,0,0,0,0,1,0,0
1402648547906,1402648548406,3,0,0,0,0,0,0
1402648548406,1402648548906,0,1,0,1,0,0,0
1402648548906,1402648549406,0,0,0,1,0,0,0
1402648549406,1402648549906,0,0,0,13,0,0,0
1402648549906,1402648550406,0,0,0,0,0,0,0
1402648550406,1402648550906,0,0,0,0,0,0,0
1402648550906,1402648551406,0,0,0,0,0,0,0
1402648551406,1402648551906,0,0,0,0,0,0,0
1402648551906,1402648552406,0,0,0,0,1,0,0
1402648552406,1402648552906,0,0,0,0,0,0,0
1402648552906,1402648553406,1,0,0,2,0,0,0
1402648553406,1402648553906,3,0,0,0,0,0,0
1402648553906,1402648554406,5,0,0,0,0,0,0
1402648554406,1402648554906,6,0,0,0,0,0,0
1402648554906,1402648555406,5,0,0,0,0,0,0
1402648555406,1402648555906,6,0,0,0,0,0,0
1402648555906,1402648556406,1,2,0,0,0,0,0
1402648556406,1402648556906,0,4,0,0,0,0,0
1402648556906,1402648557406,4,1,0,0,0,0,0
1402648557406,1402648557906,4,0,0,0,0,0,0
1402648557906,1402648558406,3,1,0,0,0,0,0
1402648558406,1402648558906,0,1,0,0,0,0,0
1402648558906,1402648559406,0,15,0,0,0,0,0
1402648559406,1402648559906,0,8,0,0,0,0,0
1402648559906,1402648560406,0,2,0,0,0,0,0
1402648560406,1402648560906,0,1,0,0,0,0,0
1402648560906,1402648561406,0,0,0,0,0,0,0
1402648561406,1402648561906,0,0,0,0,1,0,0
1402648561906,1402648562406,0,0,0,0,0,0,0
1402648562406,1402648562906,0,0,0,0,0,0,0
1402648562906,1402648563406,0,0,0,0,0,0,0
1402648563406,1402648563906,0,0,0,0,0,0,0
1402648563906,1402648564406,0,0,0,0,0,0,0
1402648564406,1402648564906,0,0,0,0,0,0,0
1402648564906,1402648565406,0,0,0,0,0,0,0
1402648565406,1402648565906,0,0,0,0,0,0,0
1402648565906,1402648566406,0,0,0,1,0,0,0
1402648566406,1402648566906,0,0,0,2,0,0,0
1402648566906,1402648567406,0,0,0,2,0,0,0
1402648567406,1402648567906,0,0,0,1,0,0,0
1402648567906,1402648568406,2,0,0,0,0,0,0
1402648568406,1402648568906,0,0,0,1,0,0,1
1402648568906,1402648569406,0,0,0,0,0,0,0
1402648569406,1402648569906,0,0,0,0,0,0,0
1402648569906,1402648570406,0,0,0,0,0,0,0
1402648570406,1402648570906,0,0,0,0,1,0,0
1402648570906,1402648571406,0,0,0,0,0,0,0
1402648571406,1402648571906,0,0,0,0,1,0,0
1402648571906,1402648572406,0,0,0,0,0,0,0
1402648572406,1402648572906,0,0,0,0,1,0,0
1402648572906,1402648573406,0,0,0,0,1,0,0
1402648573406,1402648573906,0,0,0,0,0,0,0
1402648573906,1402648574406,0,0,0,1,0,0,0
1402648574406,1402648574906,0,0,0,0,0,0,0
1402648574906,1402648575406,0,0,0,0,0,0,0
1402648575406,1402648575906,0,0,0,0,0,2,0
1402648575906,1402648576406,0,0,0,0,0,1,0
1402648576406,1402648576906,0,0,0,0,0,1,0
1402648576906,1402648577406,0,0,0,0,0,1,0
1402648577406,1402648577906,0,0,0,0,0,0,0
1402648577906,1402648578406,0,0,0,0,0,2,0
1402648578406,1402648578906,0,0,0,0,0,2,0
1402648578906,1402648579406,0,0,0,0,0,0,1
1402648579406,1402648579906,0,0,0,0,0,0,0
1402648579906,1402648580406,0,0,0,0,0,0,0
1402648580406,1402648580906,0,0,0,0,0,0,0
1402648580906,1402648581406,0,0,0,0,0,0,0
1402648581406,1402648581906,0,0,0,0,0,0,0
1402648581906,1402648582406,0,0,0,0,0,0,0
1402648582406,1402648582906,3,0,0,0,0,0,0
1402648582906,1402648583406,4,0,0,0,0,0,0
1402648583406,1402648583906,1,0,0,0,0,0,0
1402648583906,1402648584406,4,0,0,0,0,0,0
1402648584406,1402648584906,0,0,0,0,0,0,0
1402648584906,1402648585406,0,2,0,0,0,0,0
1402648585406,1402648585906,0,1,0,0,0,0,0
1402648585906,1402648586406,0,1,0,0,0,0,0
1402648586406,1402648586906,0,4,0,0,0,0,0
1402648586906,1402648587406,0,2,0,0,0,0,0
1402648587406,1402648587906,0,0,0,0,0,0,0
1402648587906,1402648588406,0,0,0,0,0,0,0
1402648588406,1402648588906,0,0,0,0,0,0,1
1402648588906,1402648589406,0,0,0,0,1,0,0
1402648589406,1402648589906,0,0,0,0,0,0,0
1402648589906,1402648590406,0,0,0,0,0,0,1
1402648590406,1402648590906,0,0,0,0,0,0,0
1402648590906,1402648591406,0,0,0,0,0,1,0
1402648591406,1402648591906,0,0,0,0,1,1,0
1402648591906,1402648592406,0,0,0,0,0,0,0
1402648592406,1402648592906,0,0,0,0,1,0,0
1402648592906,1402648593406,0,0,0,0,0,1,0
1402648593406,1402648593906,0,0,0,0,0,0,0
1402648593906,1402648594406,0,0,0,0,0,1,0
1402648594406,1402648594906,0,0,0,2,0,0,0
1402648594906,1402648595406,0,0,0,6,0,0,0
1402648595406,1402648595906,0,0,0,8,0,0,0
1402648595906,1402648596406,1,0,0,2,0,0,0
1402648596406,1402648596906,3,0,0,0,0,0,0
1402648596906,1402648597406,1,1,0,1,0,0,0
1402648597406,1402648597906,0,0,0,0,0,0,0
1402648597906,1402648598406,0,0,0,0,0,0,0
1402648598406,1402648598906,0,0,0,1,0,1,0
1402648598906,1402648599406,0,0,0,6,0,0,0
1402648599406,1402648599906,0,0,0,6,0,0,0
1402648599906,1402648600406,3,0,0,1,0,0,0
1402648600406,1402648600906,5,0,0,0,0,0,0
1402648600906,1402648601406,5,0,0,0,0,0,0
1402648601406,1402648601906,3,1,0,0,0,0,2
1402648601906,1402648602406,0,4,0,0,0,0,0
1402648602406,1402648602906,0,3,0,0,0,0,0
1402648602906,1402648603406,0,0,0,0,0,0,0
1402648603406,1402648603906,0,0,0,0,0,0,1
1402648603906,1402648604406,0,0,0,0,0,0,0
1402648604406,1402648604906,0,0,0,0,1,0,0
1402648604906,1402648605406,0,0,0,1,0,0,0
1402648605406,1402648605906,6,0,0,0,0,0,1
1402648605906,1402648606406,3,0,0,0,0,0,1
1402648606406,1402648606906,0,3,0,0,0,0,3
1402648606906,1402648607406,0,3,0,0,0,0,0
1402648607406,1402648607906,0,2,0,0,0,0,1
1402648607906,1402648608406,0,0,0,1,0,0,1
1402648608406,1402648608906,0,0,0,14,0,0,1
1402648608906,1402648609406,0,0,0,0,0,0,1
